TraesCS1A03G0459500.1	41
TraesCS1A03G0459800.2	34
TraesCS1A03G0459900.1	4
TraesCS1A03G0460000.3	154
TraesCS1A03G0460400.1	15
TraesCS1A03G0460500LC.1	3
TraesCS1A03G0460600.2	49
TraesCS1A03G0461200.1	195
TraesCS1A03G0461300.2	169
TraesCS1A03G0461600.3	37
TraesCS1A03G0461700.1	2
TraesCS1A03G0462000.1	16
TraesCS1A03G0462200.1	3
TraesCS1A03G0462400.1	12
TraesCS1A03G0462800.1	3
TraesCS1A03G0463500LC.1	14
TraesCS1A03G0463600LC.1	2
TraesCS1A03G0463800.1	7
TraesCS1A03G0464100.1	26
TraesCS1A03G0464400LC.1	1
TraesCS1A03G0465100.1	90
TraesCS1A03G0465300LC.1	25
TraesCS1A03G0465400.1	2
TraesCS1A03G0465800.2	12
TraesCS1A03G0466200.2	5
TraesCS1A03G0466600.1	129
TraesCS1A03G0466700LC.1	1
TraesCS1A03G0467300LC.1	2
TraesCS1A03G0467400LC.1	96
TraesCS1A03G0467500LC.1	208
TraesCS1A03G0468100.1	17
TraesCS1A03G0468600LC.1	2
TraesCS1A03G0468700.1	7
